auteur;titre;annee;nb_tokens_texte;Entite;Label;latitude;longitude;caractere_debut;caractere_fin;contexte_gauche;contexte_droit
ADAM;Mon-village;année ;32918;"He
 ";PER;0;0;50911;50915;"¬
i   i eSe e  s
rS ’.i?
 .. a
. it
 !
ir-  p&
 .¬
 l
ue5 i  au
e e ers ede ee
P me pee e e ire d e trn
-2
;,
ts    r e
;
u e &i le ee ee ee
. ’ -a3
 
 l
SA’5,
a  ¬
S  e ee  e¬
e eaa e e t
 ’22.
  lj
";".
e n&d ie :
e e,e ie  oei
--7
.
tLr¬
ee e r
.ee, e;
e ee  s e e ee
 .
r A
e ioeeaeeeee?
e  l
- a
-eeAi
-.
3¬¬
  v r
ere eeee ei ugt l e eer dee ee dl
1.
’eede¬
, r
 .
ee nie ieeei¬
ei  ire ’ e-E ¬
 e"
ADAM;Mon-village;année ;32918;ugt;ORG;0;0;51044;51047;"e ee ee
. ’ -a3
 
 l
SA’5,
a  ¬
S  e ee  e¬
e eaa e e t
 ’22.
  lj
He
 .
e n&d ie :
e e,e ie  oei
--7
.
tLr¬
ee e r
.ee, e;
e ee  s e e ee
 .
r A
e ioeeaeeeee?
e  l
- a
-eeAi
-.
3¬¬
  v r
ere eeee ei ";" l e eer dee ee dl
1.
’eede¬
, r
 .
ee nie ieeei¬
ei  ire ’ e-E ¬
 ee a
e-  ee 
e1
23
’-’’?
. 
eeie yli s e e  ea  ee e’ de eee!
E¬.
¬
ee e es e dleien.
 ee et  is
ieS’ej
e 
 ¬
-e- 
 el e, peet ee e e"
ADAM;Mon-village;année ;32918;eede¬;PER;0;0;51070;51075;"
a  ¬
S  e ee  e¬
e eaa e e t
 ’22.
  lj
He
 .
e n&d ie :
e e,e ie  oei
--7
.
tLr¬
ee e r
.ee, e;
e ee  s e e ee
 .
r A
e ioeeaeeeee?
e  l
- a
-eeAi
-.
3¬¬
  v r
ere eeee ei ugt l e eer dee ee dl
1.
’";"
, r
 .
ee nie ieeei¬
ei  ire ’ e-E ¬
 ee a
e-  ee 
e1
23
’-’’?
. 
eeie yli s e e  ea  ee e’ de eee!
E¬.
¬
ee e es e dleien.
 ee et  is
ieS’ej
e 
 ¬
-e- 
 el e, peet ee e e e re e e-eg
.
 s 1
aS &
 . "
ADAM;Mon-village;année ;32918;ieeei¬;ORG;0;0;51090;51096;"eaa e e t
 ’22.
  lj
He
 .
e n&d ie :
e e,e ie  oei
--7
.
tLr¬
ee e r
.ee, e;
e ee  s e e ee
 .
r A
e ioeeaeeeee?
e  l
- a
-eeAi
-.
3¬¬
  v r
ere eeee ei ugt l e eer dee ee dl
1.
’eede¬
, r
 .
ee nie ";"
ei  ire ’ e-E ¬
 ee a
e-  ee 
e1
23
’-’’?
. 
eeie yli s e e  ea  ee e’ de eee!
E¬.
¬
ee e es e dleien.
 ee et  is
ieS’ej
e 
 ¬
-e- 
 el e, peet ee e e e re e e-eg
.
 s 1
aS &
 . 
 o. -
eee?

3ee  C -"
ADAM;Mon-village;année ;32918;e-E;LOC;-16.374896;-71.5214442;51107;51110;" lj
He
 .
e n&d ie :
e e,e ie  oei
--7
.
tLr¬
ee e r
.ee, e;
e ee  s e e ee
 .
r A
e ioeeaeeeee?
e  l
- a
-eeAi
-.
3¬¬
  v r
ere eeee ei ugt l e eer dee ee dl
1.
’eede¬
, r
 .
ee nie ieeei¬
ei  ire ’ ";" ¬
 ee a
e-  ee 
e1
23
’-’’?
. 
eeie yli s e e  ea  ee e’ de eee!
E¬.
¬
ee e es e dleien.
 ee et  is
ieS’ej
e 
 ¬
-e- 
 el e, peet ee e e e re e e-eg
.
 s 1
aS &
 . 
 o. -
eee?

3ee  C -iei
eaLA¬

eEl"
ADAM;Mon-village;année ;32918;yli;PER;0;0;51147;51150;"
tLr¬
ee e r
.ee, e;
e ee  s e e ee
 .
r A
e ioeeaeeeee?
e  l
- a
-eeAi
-.
3¬¬
  v r
ere eeee ei ugt l e eer dee ee dl
1.
’eede¬
, r
 .
ee nie ieeei¬
ei  ire ’ e-E ¬
 ee a
e-  ee 
e1
23
’-’’?
. 
eeie ";" s e e  ea  ee e’ de eee!
E¬.
¬
ee e es e dleien.
 ee et  is
ieS’ej
e 
 ¬
-e- 
 el e, peet ee e e e re e e-eg
.
 s 1
aS &
 . 
 o. -
eee?

3ee  C -iei
eaLA¬

eElir
Se eſeteie ie s

. E r. -itii
e  det "
ADAM;Mon-village;année ;32918;E¬.;MISC;0;0;51176;51179;"e e ee
 .
r A
e ioeeaeeeee?
e  l
- a
-eeAi
-.
3¬¬
  v r
ere eeee ei ugt l e eer dee ee dl
1.
’eede¬
, r
 .
ee nie ieeei¬
ei  ire ’ e-E ¬
 ee a
e-  ee 
e1
23
’-’’?
. 
eeie yli s e e  ea  ee e’ de eee!
";"
¬
ee e es e dleien.
 ee et  is
ieS’ej
e 
 ¬
-e- 
 el e, peet ee e e e re e e-eg
.
 s 1
aS &
 . 
 o. -
eee?

3ee  C -iei
eaLA¬

eElir
Se eſeteie ie s

. E r. -itii
e  det ue ie ner ier,
2. .
i e l es "
ADAM;Mon-village;année ;32918;peet ee e e e re e e-eg;PER;0;0;51236;51259;"eeee ei ugt l e eer dee ee dl
1.
’eede¬
, r
 .
ee nie ieeei¬
ei  ire ’ e-E ¬
 ee a
e-  ee 
e1
23
’-’’?
. 
eeie yli s e e  ea  ee e’ de eee!
E¬.
¬
ee e es e dleien.
 ee et  is
ieS’ej
e 
 ¬
-e- 
 el e, ";"
.
 s 1
aS &
 . 
 o. -
eee?

3ee  C -iei
eaLA¬

eElir
Se eſeteie ie s

. E r. -itii
e  det ue ie ner ier,
2. .
i e l es ,e p sre ae’i ie e e- iee5
 :  e2¬
’:3
e e e e e eſ e
e i e iete eee
.
auae
 eve"
ADAM;Mon-village;année ;32918;Se eſeteie ie;MISC;0;0;51313;51326;" ee a
e-  ee 
e1
23
’-’’?
. 
eeie yli s e e  ea  ee e’ de eee!
E¬.
¬
ee e es e dleien.
 ee et  is
ieS’ej
e 
 ¬
-e- 
 el e, peet ee e e e re e e-eg
.
 s 1
aS &
 . 
 o. -
eee?

3ee  C -iei
eaLA¬

eElir
";" s

. E r. -itii
e  det ue ie ner ier,
2. .
i e l es ,e p sre ae’i ie e e- iee5
 :  e2¬
’:3
e e e e e eſ e
e i e iete eee
.
auae
 eve--5
peee peee eel
3 ¬
 ee; 
eed ſle iee
o ?
’¬
o aee l eadee
. a„’ "
ADAM;Mon-village;année ;32918;iee;ORG;0;0;51495;51498;"-iei
eaLA¬

eElir
Se eſeteie ie s

. E r. -itii
e  det ue ie ner ier,
2. .
i e l es ,e p sre ae’i ie e e- iee5
 :  e2¬
’:3
e e e e e eſ e
e i e iete eee
.
auae
 eve--5
peee peee eel
3 ¬
 ee; 
eed ſle ";"
o ?
’¬
o aee l eadee
. a„’ geo-’--’e p
5..¬
e
¬  ¬
¬
3 i ti¬
.¬
.
 
eai  e 3
’et e
 ſeq -r poe  ie 
.
 

 e
s e leee  e, aei lfli
 Ve-
 e.
L
es e?
S-r PS-i e
ee’ e ’é ’i e

 .
e e  eli eo oſei
.
T 
"
ADAM;Mon-village;année ;32918;poe  ie;PER;0;0;51590;51597;"’i ie e e- iee5
 :  e2¬
’:3
e e e e e eſ e
e i e iete eee
.
auae
 eve--5
peee peee eel
3 ¬
 ee; 
eed ſle iee
o ?
’¬
o aee l eadee
. a„’ geo-’--’e p
5..¬
e
¬  ¬
¬
3 i ti¬
.¬
.
 
eai  e 3
’et e
 ſeq -r ";" 
.
 

 e
s e leee  e, aei lfli
 Ve-
 e.
L
es e?
S-r PS-i e
ee’ e ’é ’i e

 .
e e  eli eo oſei
.
T 
 ¬¬.¬
e & T h.
 esee ap  a,er;
  et
-l
see
eo es el e eoet s eie
 :¬
 e
- :e s aa.

¬
aéliee erel
"
ADAM;Mon-village;année ;32918;Ve-;PER;0;0;51630;51633;" e
e i e iete eee
.
auae
 eve--5
peee peee eel
3 ¬
 ee; 
eed ſle iee
o ?
’¬
o aee l eadee
. a„’ geo-’--’e p
5..¬
e
¬  ¬
¬
3 i ti¬
.¬
.
 
eai  e 3
’et e
 ſeq -r poe  ie 
.
 

 e
s e leee  e, aei lfli
 ";"
 e.
L
es e?
S-r PS-i e
ee’ e ’é ’i e

 .
e e  eli eo oſei
.
T 
 ¬¬.¬
e & T h.
 esee ap  a,er;
  et
-l
see
eo es el e eoet s eie
 :¬
 e
- :e s aa.

¬
aéliee erel
2. ¬
ee
 ;
 lei iſi et 
-i
 3
1
.
 L"
ADAM;Mon-village;année ;32918;"S-r PS-i e
ee’ e ’é";MISC;0;0;51646;51666;"e
.
auae
 eve--5
peee peee eel
3 ¬
 ee; 
eed ſle iee
o ?
’¬
o aee l eadee
. a„’ geo-’--’e p
5..¬
e
¬  ¬
¬
3 i ti¬
.¬
.
 
eai  e 3
’et e
 ſeq -r poe  ie 
.
 

 e
s e leee  e, aei lfli
 Ve-
 e.
L
es e?
";" ’i e

 .
e e  eli eo oſei
.
T 
 ¬¬.¬
e & T h.
 esee ap  a,er;
  et
-l
see
eo es el e eoet s eie
 :¬
 e
- :e s aa.

¬
aéliee erel
2. ¬
ee
 ;
 lei iſi et 
-i
 3
1
.
 L?
-   V ,
e i e  le e lee
8 3
 ia"
ADAM;Mon-village;année ;32918;e lee;PER;0;0;51853;51858;"i e
ee’ e ’é ’i e

 .
e e  eli eo oſei
.
T 
 ¬¬.¬
e & T h.
 esee ap  a,er;
  et
-l
see
eo es el e eoet s eie
 :¬
 e
- :e s aa.

¬
aéliee erel
2. ¬
ee
 ;
 lei iſi et 
-i
 3
1
.
 L?
-   V ,
e i e  le ";"
8 3
 ia.i g
¬
le’ er e els e l e i lre re
e   ye
¬.aA: S
e er. 
.
ai
s  
  e e
-F,..
’..
ye .e 
&.a.- .2 2

 eS
u agi
2 
 e
. . e’v ’
edeee e S e de l e aA iſ ee e t
ftieſ
1
 
 . ¬..
Ae e l ie eeelt "
ADAM;Mon-village;année ;32918;S;MISC;0;0;51914;51915;"esee ap  a,er;
  et
-l
see
eo es el e eoet s eie
 :¬
 e
- :e s aa.

¬
aéliee erel
2. ¬
ee
 ;
 lei iſi et 
-i
 3
1
.
 L?
-   V ,
e i e  le e lee
8 3
 ia.i g
¬
le’ er e els e l e i lre re
e   ye
¬.aA: ";"
e er. 
.
ai
s  
  e e
-F,..
’..
ye .e 
&.a.- .2 2

 eS
u agi
2 
 e
. . e’v ’
edeee e S e de l e aA iſ ee e t
ftieſ
1
 
 . ¬..
Ae e l ie eeelt e eie  let
i, 
  ’¬
ihe
ee eS2
’’ te el  ee le
 es.e
a5 i"
ADAM;Mon-village; année;32918;"e’v ’
edeee e S e";LOC;0;0;51987;52004;"liee erel
2. ¬
ee
 ;
 lei iſi et 
-i
 3
1
.
 L?
-   V ,
e i e  le e lee
8 3
 ia.i g
¬
le’ er e els e l e i lre re
e   ye
¬.aA: S
e er. 
.
ai
s  
  e e
-F,..
’..
ye .e 
&.a.- .2 2

 eS
u agi
2 
 e
. . ";" de l e aA iſ ee e t
ftieſ
1
 
 . ¬..
Ae e l ie eeelt e eie  let
i, 
  ’¬
ihe
ee eS2
’’ te el  ee le
 es.e
a5 i
¬
ea ee ee  e ’ n e epr se reee
’ep S ¬
 ppmes, i
Eſte ees ei e  e near
te 
 
-.e
 o
2
."
ADAM;Mon-village;année ;32918;Ae e l ie;MISC;0;0;52042;52051;"
e i e  le e lee
8 3
 ia.i g
¬
le’ er e els e l e i lre re
e   ye
¬.aA: S
e er. 
.
ai
s  
  e e
-F,..
’..
ye .e 
&.a.- .2 2

 eS
u agi
2 
 e
. . e’v ’
edeee e S e de l e aA iſ ee e t
ftieſ
1
 
 . ¬..
";" eeelt e eie  let
i, 
  ’¬
ihe
ee eS2
’’ te el  ee le
 es.e
a5 i
¬
ea ee ee  e ’ n e epr se reee
’ep S ¬
 ppmes, i
Eſte ees ei e  e near
te 
 
-.e
 o
2
.S-* 
.L.
’ L
. 
’ .
 ee se es o a le’ie e
-
 
 "
ADAM;Mon-village;année ;32918;ihe;ORG;0;0;52078;52081;"r e els e l e i lre re
e   ye
¬.aA: S
e er. 
.
ai
s  
  e e
-F,..
’..
ye .e 
&.a.- .2 2

 eS
u agi
2 
 e
. . e’v ’
edeee e S e de l e aA iſ ee e t
ftieſ
1
 
 . ¬..
Ae e l ie eeelt e eie  let
i, 
  ’¬
";"
ee eS2
’’ te el  ee le
 es.e
a5 i
¬
ea ee ee  e ’ n e epr se reee
’ep S ¬
 ppmes, i
Eſte ees ei e  e near
te 
 
-.e
 o
2
.S-* 
.L.
’ L
. 
’ .
 ee se es o a le’ie e
-
 
  a
it. S iee
’ ee eee eees
 ’¬"
ADAM;Mon-village;année ;32918;el  ee;MISC;0;0;52095;52101;"re re
e   ye
¬.aA: S
e er. 
.
ai
s  
  e e
-F,..
’..
ye .e 
&.a.- .2 2

 eS
u agi
2 
 e
. . e’v ’
edeee e S e de l e aA iſ ee e t
ftieſ
1
 
 . ¬..
Ae e l ie eeelt e eie  let
i, 
  ’¬
ihe
ee eS2
’’ te ";" le
 es.e
a5 i
¬
ea ee ee  e ’ n e epr se reee
’ep S ¬
 ppmes, i
Eſte ees ei e  e near
te 
 
-.e
 o
2
.S-* 
.L.
’ L
. 
’ .
 ee se es o a le’ie e
-
 
  a
it. S iee
’ ee eee eees
 ’¬¬
.,
 :aae
-  
rss  "
ADAM;Mon-village;année ;32918;a5 i;PER;0;0;52111;52115;"A: S
e er. 
.
ai
s  
  e e
-F,..
’..
ye .e 
&.a.- .2 2

 eS
u agi
2 
 e
. . e’v ’
edeee e S e de l e aA iſ ee e t
ftieſ
1
 
 . ¬..
Ae e l ie eeelt e eie  let
i, 
  ’¬
ihe
ee eS2
’’ te el  ee le
 es.e
";"
¬
ea ee ee  e ’ n e epr se reee
’ep S ¬
 ppmes, i
Eſte ees ei e  e near
te 
 
-.e
 o
2
.S-* 
.L.
’ L
. 
’ .
 ee se es o a le’ie e
-
 
  a
it. S iee
’ ee eee eees
 ’¬¬
.,
 :aae
-  
rss  ee e e ee eſi "
ADAM;Mon-village;année ;32918;"S ¬
 ppmes";MISC;0;0;52152;52162;"e 
&.a.- .2 2

 eS
u agi
2 
 e
. . e’v ’
edeee e S e de l e aA iſ ee e t
ftieſ
1
 
 . ¬..
Ae e l ie eeelt e eie  let
i, 
  ’¬
ihe
ee eS2
’’ te el  ee le
 es.e
a5 i
¬
ea ee ee  e ’ n e epr se reee
’ep ";", i
Eſte ees ei e  e near
te 
 
-.e
 o
2
.S-* 
.L.
’ L
. 
’ .
 ee se es o a le’ie e
-
 
  a
it. S iee
’ ee eee eees
 ’¬¬
.,
 :aae
-  
rss  ee e e ee eſi e e
rs e  i
. 
  oi?,s 3 
  dlreei’e1
S
ee e ei"
ADAM;Mon-village;année ;32918;.S-;MISC;0;0;52203;52206;"e de l e aA iſ ee e t
ftieſ
1
 
 . ¬..
Ae e l ie eeelt e eie  let
i, 
  ’¬
ihe
ee eS2
’’ te el  ee le
 es.e
a5 i
¬
ea ee ee  e ’ n e epr se reee
’ep S ¬
 ppmes, i
Eſte ees ei e  e near
te 
 
-.e
 o
2
";"* 
.L.
’ L
. 
’ .
 ee se es o a le’ie e
-
 
  a
it. S iee
’ ee eee eees
 ’¬¬
.,
 :aae
-  
rss  ee e e ee eſi e e
rs e  i
. 
  oi?,s 3 
  dlreei’e1
S
ee e eie e ſee e eeoe or ioee
a  Si
 g.
ts
eieore e"
ADAM;Mon-village;année ;32918;iee;ORG;0;0;52260;52263;"eie  let
i, 
  ’¬
ihe
ee eS2
’’ te el  ee le
 es.e
a5 i
¬
ea ee ee  e ’ n e epr se reee
’ep S ¬
 ppmes, i
Eſte ees ei e  e near
te 
 
-.e
 o
2
.S-* 
.L.
’ L
. 
’ .
 ee se es o a le’ie e
-
 
  a
it. S ";"
’ ee eee eees
 ’¬¬
.,
 :aae
-  
rss  ee e e ee eſi e e
rs e  i
. 
  oi?,s 3 
  dlreei’e1
S
ee e eie e ſee e eeoe or ioee
a  Si
 g.
ts
eieore e e ei r te i
’ lt lee e uei l ees  
e
E, ee  er8
- 9’
Li "
ADAM;Mon-village;année ;32918;rs e  i;MISC;0;0;52319;52326;"a ee ee  e ’ n e epr se reee
’ep S ¬
 ppmes, i
Eſte ees ei e  e near
te 
 
-.e
 o
2
.S-* 
.L.
’ L
. 
’ .
 ee se es o a le’ie e
-
 
  a
it. S iee
’ ee eee eees
 ’¬¬
.,
 :aae
-  
rss  ee e e ee eſi e e
";"
. 
  oi?,s 3 
  dlreei’e1
S
ee e eie e ſee e eeoe or ioee
a  Si
 g.
ts
eieore e e ei r te i
’ lt lee e uei l ees  
e
E, ee  er8
- 9’
Li a’e e, es  cr’aed seeeE i  .
 eae c’ s e loſ
’’e e p e e el
¬,
"
ADAM;Mon-village;année ;32918;"S
ee e";ORG;0;0;52353;52359;" ¬
 ppmes, i
Eſte ees ei e  e near
te 
 
-.e
 o
2
.S-* 
.L.
’ L
. 
’ .
 ee se es o a le’ie e
-
 
  a
it. S iee
’ ee eee eees
 ’¬¬
.,
 :aae
-  
rss  ee e e ee eſi e e
rs e  i
. 
  oi?,s 3 
  dlreei’e1
";" eie e ſee e eeoe or ioee
a  Si
 g.
ts
eieore e e ei r te i
’ lt lee e uei l ees  
e
E, ee  er8
- 9’
Li a’e e, es  cr’aed seeeE i  .
 eae c’ s e loſ
’’e e p e e el
¬,
eeoſe es ioe e iie eorei!
r ,.Ee "
ADAM;Mon-village;année ;32918;lee e uei;PER;0;0;52424;52433;" ee se es o a le’ie e
-
 
  a
it. S iee
’ ee eee eees
 ’¬¬
.,
 :aae
-  
rss  ee e e ee eſi e e
rs e  i
. 
  oi?,s 3 
  dlreei’e1
S
ee e eie e ſee e eeoe or ioee
a  Si
 g.
ts
eieore e e ei r te i
’ lt ";" l ees  
e
E, ee  er8
- 9’
Li a’e e, es  cr’aed seeeE i  .
 eae c’ s e loſ
’’e e p e e el
¬,
eeoſe es ioe e iie eorei!
r ,.Ee 
ee8
:¬.
¬.
e ieieſe ls’e e a t   eſz liei ieee e ſe a e
ae 
e

¬
ee e e a"
ADAM;Mon-village;année ;32918;E;LOC;58.36502495;16.044714169791558;52444;52445;"e
-
 
  a
it. S iee
’ ee eee eees
 ’¬¬
.,
 :aae
-  
rss  ee e e ee eſi e e
rs e  i
. 
  oi?,s 3 
  dlreei’e1
S
ee e eie e ſee e eeoe or ioee
a  Si
 g.
ts
eieore e e ei r te i
’ lt lee e uei l ees  
e
";", ee  er8
- 9’
Li a’e e, es  cr’aed seeeE i  .
 eae c’ s e loſ
’’e e p e e el
¬,
eeoſe es ioe e iie eorei!
r ,.Ee 
ee8
:¬.
¬.
e ieieſe ls’e e a t   eſz liei ieee e ſe a e
ae 
e

¬
ee e e aeis
L
. S:-2"
ADAM;Mon-village;année ;32918;er8;MISC;0;0;52451;52454;" a
it. S iee
’ ee eee eees
 ’¬¬
.,
 :aae
-  
rss  ee e e ee eſi e e
rs e  i
. 
  oi?,s 3 
  dlreei’e1
S
ee e eie e ſee e eeoe or ioee
a  Si
 g.
ts
eieore e e ei r te i
’ lt lee e uei l ees  
e
E, ee  ";"
- 9’
Li a’e e, es  cr’aed seeeE i  .
 eae c’ s e loſ
’’e e p e e el
¬,
eeoſe es ioe e iie eorei!
r ,.Ee 
ee8
:¬.
¬.
e ieieſe ls’e e a t   eſz liei ieee e ſe a e
ae 
e

¬
ee e e aeis
L
. S:-2
iSee:
rd"
ADAM;Mon-village;année ;32918;Li a’e e;PER;0;0;52460;52468;"iee
’ ee eee eees
 ’¬¬
.,
 :aae
-  
rss  ee e e ee eſi e e
rs e  i
. 
  oi?,s 3 
  dlreei’e1
S
ee e eie e ſee e eeoe or ioee
a  Si
 g.
ts
eieore e e ei r te i
’ lt lee e uei l ees  
e
E, ee  er8
- 9’
";", es  cr’aed seeeE i  .
 eae c’ s e loſ
’’e e p e e el
¬,
eeoſe es ioe e iie eorei!
r ,.Ee 
ee8
:¬.
¬.
e ieieſe ls’e e a t   eſz liei ieee e ſe a e
ae 
e

¬
ee e e aeis
L
. S:-2
iSee:
rd e s e ree e e"
ADAM;Mon-village;année ;32918;aed seeeE i;PER;0;0;52477;52488;"
 ’¬¬
.,
 :aae
-  
rss  ee e e ee eſi e e
rs e  i
. 
  oi?,s 3 
  dlreei’e1
S
ee e eie e ſee e eeoe or ioee
a  Si
 g.
ts
eieore e e ei r te i
’ lt lee e uei l ees  
e
E, ee  er8
- 9’
Li a’e e, es  cr’";"  .
 eae c’ s e loſ
’’e e p e e el
¬,
eeoſe es ioe e iie eorei!
r ,.Ee 
ee8
:¬.
¬.
e ieieſe ls’e e a t   eſz liei ieee e ſe a e
ae 
e

¬
ee e e aeis
L
. S:-2
iSee:
rd e s e ree e epoeie  erie
ee Te  r"
ADAM;Mon-village;année ;32918;".Ee 
ee8";PER;0;0;52555;52563;"ee e eie e ſee e eeoe or ioee
a  Si
 g.
ts
eieore e e ei r te i
’ lt lee e uei l ees  
e
E, ee  er8
- 9’
Li a’e e, es  cr’aed seeeE i  .
 eae c’ s e loſ
’’e e p e e el
¬,
eeoſe es ioe e iie eorei!
r ,";"
:¬.
¬.
e ieieſe ls’e e a t   eſz liei ieee e ſe a e
ae 
e

¬
ee e e aeis
L
. S:-2
iSee:
rd e s e ree e epoeie  erie
ee Te  r..
1
:e.a¬
’ ee e e e S’ee1
Jie ſet e de ern¬
Ze -p?
’

2
ie ,e ie  L L enr"
ADAM;Mon-village;année ;32918;iSee;MISC;0;0;52646;52650;" ee  er8
- 9’
Li a’e e, es  cr’aed seeeE i  .
 eae c’ s e loſ
’’e e p e e el
¬,
eeoſe es ioe e iie eorei!
r ,.Ee 
ee8
:¬.
¬.
e ieieſe ls’e e a t   eſz liei ieee e ſe a e
ae 
e

¬
ee e e aeis
L
. S:-2
";":
rd e s e ree e epoeie  erie
ee Te  r..
1
:e.a¬
’ ee e e e S’ee1
Jie ſet e de ern¬
Ze -p?
’

2
ie ,e ie  L L enrsi
e le el oe e eie eie er eeieie
...¬
-..
’ee  eit e t  ie  
4!
;
¬ . .
 ee 43.
  -e
e"
ADAM;Mon-village;année ;32918;e.a¬;ORG;0;0;52694;52698;"ae c’ s e loſ
’’e e p e e el
¬,
eeoſe es ioe e iie eorei!
r ,.Ee 
ee8
:¬.
¬.
e ieieſe ls’e e a t   eſz liei ieee e ſe a e
ae 
e

¬
ee e e aeis
L
. S:-2
iSee:
rd e s e ree e epoeie  erie
ee Te  r..
1
:";"
’ ee e e e S’ee1
Jie ſet e de ern¬
Ze -p?
’

2
ie ,e ie  L L enrsi
e le el oe e eie eie er eeieie
...¬
-..
’ee  eit e t  ie  
4!
;
¬ . .
 ee 43.
  -e
e
E, 
   
 
ie ts
t e e eS ,eer e  ejies oe l ee
"
ADAM;Mon-village;année ;32918;Jie;PER;0;0;52716;52719;"e e el
¬,
eeoſe es ioe e iie eorei!
r ,.Ee 
ee8
:¬.
¬.
e ieieſe ls’e e a t   eſz liei ieee e ſe a e
ae 
e

¬
ee e e aeis
L
. S:-2
iSee:
rd e s e ree e epoeie  erie
ee Te  r..
1
:e.a¬
’ ee e e e S’ee1
";" ſet e de ern¬
Ze -p?
’

2
ie ,e ie  L L enrsi
e le el oe e eie eie er eeieie
...¬
-..
’ee  eit e t  ie  
4!
;
¬ . .
 ee 43.
  -e
e
E, 
   
 
ie ts
t e e eS ,eer e  ejies oe l ee
. re
¬ ¬¬!
! 
r 
 A ¬"
ADAM;Mon-village;année ;32918;Ze;MISC;0;0;52734;52736;" ioe e iie eorei!
r ,.Ee 
ee8
:¬.
¬.
e ieieſe ls’e e a t   eſz liei ieee e ſe a e
ae 
e

¬
ee e e aeis
L
. S:-2
iSee:
rd e s e ree e epoeie  erie
ee Te  r..
1
:e.a¬
’ ee e e e S’ee1
Jie ſet e de ern¬
";" -p?
’

2
ie ,e ie  L L enrsi
e le el oe e eie eie er eeieie
...¬
-..
’ee  eit e t  ie  
4!
;
¬ . .
 ee 43.
  -e
e
E, 
   
 
ie ts
t e e eS ,eer e  ejies oe l ee
. re
¬ ¬¬!
! 
r 
 A ¬
e e ’ e ie
:
T.-"
ADAM;Mon-village;année ;32918;"L L enrsi
e le";MISC;0;0;52756;52770;"Ee 
ee8
:¬.
¬.
e ieieſe ls’e e a t   eſz liei ieee e ſe a e
ae 
e

¬
ee e e aeis
L
. S:-2
iSee:
rd e s e ree e epoeie  erie
ee Te  r..
1
:e.a¬
’ ee e e e S’ee1
Jie ſet e de ern¬
Ze -p?
’

2
ie ,e ie  ";" el oe e eie eie er eeieie
...¬
-..
’ee  eit e t  ie  
4!
;
¬ . .
 ee 43.
  -e
e
E, 
   
 
ie ts
t e e eS ,eer e  ejies oe l ee
. re
¬ ¬¬!
! 
r 
 A ¬
e e ’ e ie
:
T.-. 3
.. 
e e
A
 ie te ie ſeereſe el"
ADAM;Mon-village; année;32918;el oe e eie;LOC;0;0;52771;52782;"e ieieſe ls’e e a t   eſz liei ieee e ſe a e
ae 
e

¬
ee e e aeis
L
. S:-2
iSee:
rd e s e ree e epoeie  erie
ee Te  r..
1
:e.a¬
’ ee e e e S’ee1
Jie ſet e de ern¬
Ze -p?
’

2
ie ,e ie  L L enrsi
e le ";" eie er eeieie
...¬
-..
’ee  eit e t  ie  
4!
;
¬ . .
 ee 43.
  -e
e
E, 
   
 
ie ts
t e e eS ,eer e  ejies oe l ee
. re
¬ ¬¬!
! 
r 
 A ¬
e e ’ e ie
:
T.-. 3
.. 
e e
A
 ie te ie ſeereſe el iiei
l  te "
ADAM;Mon-village;année ;32918;E;LOC;58.36502495;16.044714169791558;52851;52852;"
rd e s e ree e epoeie  erie
ee Te  r..
1
:e.a¬
’ ee e e e S’ee1
Jie ſet e de ern¬
Ze -p?
’

2
ie ,e ie  L L enrsi
e le el oe e eie eie er eeieie
...¬
-..
’ee  eit e t  ie  
4!
;
¬ . .
 ee 43.
  -e
e
";", 
   
 
ie ts
t e e eS ,eer e  ejies oe l ee
. re
¬ ¬¬!
! 
r 
 A ¬
e e ’ e ie
:
T.-. 3
.. 
e e
A
 ie te ie ſeereſe el iiei
l  te eaoi oe  e erſe lei ere
, 

¬ 
4¬
3
eE  e i e ee i le re ee g les ele "
ADAM;Mon-village;année ;32918;eer e  ejies;PER;0;0;52877;52889;"ie
ee Te  r..
1
:e.a¬
’ ee e e e S’ee1
Jie ſet e de ern¬
Ze -p?
’

2
ie ,e ie  L L enrsi
e le el oe e eie eie er eeieie
...¬
-..
’ee  eit e t  ie  
4!
;
¬ . .
 ee 43.
  -e
e
E, 
   
 
ie ts
t e e eS ,";" oe l ee
. re
¬ ¬¬!
! 
r 
 A ¬
e e ’ e ie
:
T.-. 3
.. 
e e
A
 ie te ie ſeereſe el iiei
l  te eaoi oe  e erſe lei ere
, 

¬ 
4¬
3
eE  e i e ee i le re ee g les ele ee e i dſ  e ſte

¬ 1
 ei
.. a
e  eie"
ADAM;Mon-village;année ;32918;ele ee e i dſ  e ſte;MISC;0;0;53048;53068;"
e
E, 
   
 
ie ts
t e e eS ,eer e  ejies oe l ee
. re
¬ ¬¬!
! 
r 
 A ¬
e e ’ e ie
:
T.-. 3
.. 
e e
A
 ie te ie ſeereſe el iiei
l  te eaoi oe  e erſe lei ere
, 

¬ 
4¬
3
eE  e i e ee i le re ee g les ";"

¬ 1
 ei
.. a
e  eiee
. ea e.E!
, 
-
-a 1
E e’e’et
  
sSt  ee eeelni
n- . 
e.’.
...8
’ es   lu
’e ſe’, e s t ee ets eeei
eH
-err
..
 ’a e i e
 ¬
  i
ei¬
e ee
- Pe-
 li e  ei   e ee ie oe de e e le  e"
